,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
8189,2020M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,29516.2,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.74,07,2020
8191,2019M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,GASES: COMPRESSED AND LIQUEFIED,29426.56,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.4,06,2019
8192,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,01,2021
8196,2018M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,18419.53,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,4.13,11,2018
8199,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
8205,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,219249.67,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.78,04,2018
8209,2020M10,NATURAL GAS EXTRACTION,FUEL OILS,0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.25,10,2020
8225,2018M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",183.68,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE NAVY,2.98,09,2018
8227,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,92127.84,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.89,05,2021
8228,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
8238,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12364.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.89,05,2021
8241,2020M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,34012.02,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.74,07,2020
8244,2019M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,398761.6,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.65,04,2019
8259,2019M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,75632.42,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.63,05,2019
8265,2018M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2099.33,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.7,03,2018
8266,2017M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4593.59,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.86,10,2017
8267,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,372898.29,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,3.26,01,2017
8280,2020M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,5300.61,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,1.61,06,2020
8291,2019M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEFENSE LOGISTICS AGENCY,2.65,04,2019
8292,2017M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,25349.75,"MARK J. TRAUT WELLS, INC",US GEOLOGICAL SURVEY,2.94,06,2017
8302,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",10954.53,"SUN COAST RESOURCES, INC.",U.S. FISH AND WILDLIFE SERVICE,2.96,09,2017
8303,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
8304,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
8312,2018M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2098.62,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.96,08,2018
8315,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,01,2021
8321,2016M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,15684.6,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,1.96,02,2016
8326,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
8328,2017M07,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",300.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.96,07,2017
8338,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,94342.37,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67,01,2021
8340,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"OTHER QC/TEST/INSPECT- FUELS, LUBRICANTS, OILS, AND WAXES",22932.26,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",1.92,09,2020
8345,2021M09,NATURAL GAS EXTRACTION,"LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",25852.0,"TIGER NATURAL GAS, INC.",DEPT OF THE ARMY,5.11,09,2021
8347,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,01,2019
8374,2018M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,270339.19,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.78,04,2018
8376,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,221520.78,"ATMOS ENERGY MARKETING, LLC",DEPT OF THE ARMY,2.82,02,2017
8380,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,17514.12,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,2.79,08,2016
8397,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12017.23,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",4.13,11,2018
8414,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,01,2021
8416,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SYMMETRY ENERGY SOLUTIONS, LLC",DEFENSE LOGISTICS AGENCY,2.36,07,2019
8421,2017M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4143.75,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.26,01,2017
8427,2018M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,302598.35,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.28,10,2018
8430,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,104010.7,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.86,10,2017
8433,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,8000.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.65,11,2019
8440,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
8446,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12224.23,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.58,09,2019
8452,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF FUEL SUPPLY FACILITIES,274366.67,"H&O CONTRACTING, LLC",DEPT OF THE ARMY,2.79,07,2016
8472,2020M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,214974.58,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.03,01,2020
8480,2019M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEFENSE LOGISTICS AGENCY,2.65,04,2019
8481,2018M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,LEASE OR RENTAL OF EQUIPMENT- MISCELLANEOUS,210710.0,WAYPOINT LLC,DEPT OF THE NAVY,3.28,10,2018
8483,2019M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.36,07,2019
8489,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,02,2020
8499,2019M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,267627.42,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.72,02,2019
8507,2020M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,198853.43,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,1.92,09,2020
8509,2018M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,14033.24,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.8,05,2018
8512,2017M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,7633.95,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.82,02,2017
8520,2016M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,36566064.96,"POND CONSTRUCTORS, INC",DEFENSE LOGISTICS AGENCY,3.58,12,2016
8531,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.33,10,2019
8542,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,145105.04,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.89,03,2017
8545,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,24217.7,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.25,10,2020
8559,2016M09,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.97,09,2016
8560,2021M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEFENSE LOGISTICS AGENCY,4.05,08,2021
8571,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,02,2021
8579,2017M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,19299.08,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.86,10,2017
8580,2017M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,RYUSEKI CORPORATION,DEPT OF THE AIR FORCE,2.86,10,2017
8595,2019M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,55000.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",RAILROAD RETIREMENT BOARD,2.24,12,2019
8598,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CENTERPOINT ENERGY SERVICES, INC.",DEFENSE LOGISTICS AGENCY,2.88,08,2017
8607,2017M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,14024.95,"OLGOONIK OILFIELD SERVICES, LLC",US GEOLOGICAL SURVEY,2.89,03,2017
8608,2020M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,7258.13,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,1.61,06,2020
8615,2019M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,12162.84,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.63,05,2019
8625,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,122034.67,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,03,2020
8635,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,03,2020
8641,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,11213.46,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.94,03,2019
8643,2018M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.98,12,2018
8646,2020M10,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,455659.9,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.25,10,2020
8651,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,843468.65,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.67,01,2021
8655,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INFORMATION TECHNOLOGY SOFTWARE,91800.0,CGG SERVICES (U.S.) INC.,BUREAU OF OCEAN ENERGY MANAGEMENT,1.92,09,2020
8657,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,53377.8,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.86,01,2018
8665,2019M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,15571.39,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.22,08,2019
8678,2020M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.25,10,2020
8686,2019M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35913.44,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.36,07,2019
8688,2019M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,4700.0,"BILLY PAPE PLUMBING, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33,10,2019
8695,2020M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,217274.3,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.03,01,2020
8696,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,189258.31,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.94,03,2019
8699,2017M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",2730.0,MARCUM OIL CO INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.88,08,2017
8702,2019M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,SOUTHERN FS INC.,U.S. ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY,3.08,01,2019
8703,2021M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,363000.0,,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.89,05,2021
8707,2019M05,NATURAL GAS EXTRACTION,UTILITIES- GAS,80993.47,BP ENERGY COMPANY,"VETERANS AFFAIRS, DEPARTMENT OF",2.63,05,2019
8711,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,2.96,09,2017
8728,2016M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,83508.31,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,1.9,04,2016
8743,2019M05,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,423960.89,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.63,05,2019
8747,2018M08,NATURAL GAS EXTRACTION,UTILITIES- GAS,25077.39,"AMERESCO SELECT, INC.",DEPT OF THE ARMY,2.96,08,2018
8749,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1695250.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,3.86,01,2018
8753,2019M10,NATURAL GAS EXTRACTION,UTILITIES- GAS,318421.35,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.33,10,2019
8754,2016M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.79,08,2016
8762,2020M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.74,04,2020
8777,2019M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,04,2019
8783,2017M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,9111.0,MARCUM OIL CO INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.99,11,2017
8784,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,2700.0,OPTIMAL TANK SOLUTIONS LLC,DRUG ENFORCEMENT ADMINISTRATION,3.8,07,2021
8785,2020M06,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,190859.78,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,1.61,06,2020
8786,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,128963.27,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.12,05,2017
8789,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,209373.73,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.89,03,2017
8798,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,26029.45,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.95,06,2018
8800,2018M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,453908.9,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.96,08,2018
8802,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46379.71,"UGI ENERGY SERVICES, LLC",DEPT OF THE ARMY,2.67,01,2021
8803,2019M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,119.18,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.4,06,2019
8814,2018M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,733625.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,3.86,01,2018
8832,2017M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"WGL ENERGY SERVICES, INC.",DEFENSE LOGISTICS AGENCY,2.96,09,2017
8838,2017M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4938.82,LIQUIGAS SPA,DEPT OF THE ARMY,2.88,08,2017
8840,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,81697.65,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,03,2020
8842,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),892919.0,"NORTH WIND SITE SERVICES, LLC",BUREAU OF LAND MANAGEMENT,2.58,09,2019
8853,2018M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,5507.0,"MARK J. TRAUT WELLS, INC",US GEOLOGICAL SURVEY,2.95,06,2018
8858,2016M08,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",0.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.79,08,2016
8862,2018M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",444.61,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE NAVY,3.98,12,2018
8867,2017M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,21820.49,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.88,08,2017
8873,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,285157.29,"TIGER NATURAL GAS, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33,10,2019
8895,2018M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,6351.46,"SAGE ENERGY TRADING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.96,08,2018
8897,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
8900,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,02,2019
8908,2020M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,04,2020
8909,2017M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2060.76,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,3.08,04,2017
8910,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
8914,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,25000.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.33,10,2019
8916,2019M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.22,08,2019
8918,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,779316.65,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.67,01,2021
8927,2019M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MAINT/REPAIR/REBUILD OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES",14302.0,"GENESIS ENVIRONMENTAL SOLUTIONS, INC.","VETERANS AFFAIRS, DEPARTMENT OF",2.33,10,2019
8930,2017M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",8818.0,MARCUM OIL CO INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.88,08,2017
8946,2019M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,48090.86,MIDLAND SERVICES INC,NATIONAL PARK SERVICE,2.36,07,2019
8949,2018M09,NATURAL GAS EXTRACTION,"FUELS, SOLID",15635.78,"POTTER OIL & TIRE COMPANY, INC","UNITED STATES AGENCY FOR GLOBAL MEDIA, BBG",2.98,09,2018
8955,2020M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,9975.0,"CORRIGAN OIL II, INC.","VETERANS AFFAIRS, DEPARTMENT OF",1.92,09,2020
8971,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,127192.66,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.86,10,2017
8978,2019M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,200000.0,WASHINGTON GAS ENERGY SERVICES INC,J. F. KENNEDY CENTER FOR THE PERFORMING ARTS,2.33,10,2019
8980,2019M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,8913.12,"DIRECT ENERGY BUSINESS MARKETING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.63,05,2019
